pc,cn,hi,gi,year_range,label
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
17,723,6,17,34,1
15,54,4,4,11,1
44,471,11,11,10,0
6,10,2,2,5,1
1,0,0,0,1,1
15,15,2,2,9,1
20,69,5,5,11,1
12,151,4,12,13,1
6,5,1,1,15,1
170,5254,30,30,52,0
1,0,0,0,1,1
2,4,1,2,3,1
1,0,0,0,1,1
75,1592,22,22,19,0
26,267,9,10,24,0
26,593,8,22,16,0
3,1,1,1,2,1
2,0,0,0,2,1
13,11,2,2,15,1
2,1,1,1,1,1
1,0,0,0,1,1
1,1,1,1,1,1
53,151,6,6,19,0
8,111,6,8,6,1
2,1,1,1,6,1
1,0,0,0,1,1
2,0,0,0,2,1
7,8,2,2,3,1
4,10,2,2,9,1
1,0,0,0,1,1
7,138,4,7,11,1
1,1,1,1,1,1
26,756,12,26,11,0
1,7,1,1,1,1
2,1,1,1,2,1
10,18,3,3,4,1
3,1,1,1,5,1
4,6,2,2,3,1
1,0,0,0,1,1
22,344,7,15,20,0
56,841,11,15,18,0
6,5,2,2,4,1
5,11,3,3,3,1
7,67,4,7,7,1
45,531,10,11,15,0
1,0,0,0,1,1
1,0,0,0,1,1
40,88,5,5,27,0
1,0,0,0,1,1
1,1,1,1,1,1
9,20,2,2,6,1
13,97,6,7,10,1
3,0,0,0,2,1
1,0,0,0,1,1
2,2,1,1,1,1
2,13,1,2,3,1
2,0,0,0,1,1
6,174,2,6,10,1
4,45,3,4,3,1
74,92,5,5,9,0
7,9,2,2,4,1
9,14,2,2,4,1
1,0,0,0,1,1
30,69,4,4,16,0
1,0,0,0,1,1
21,249,6,11,14,0
1,0,0,0,1,1
1,0,0,0,1,1
3,2,1,1,2,1
20,412,8,20,21,1
1,0,0,0,1,1
6,1,1,1,2,1
3,4,1,1,2,1
6,0,0,0,3,1
8,8,2,2,13,1
4,5,1,1,4,1
1,0,0,0,1,1
6,17,2,2,5,1
4,6,2,2,3,1
4,4,1,1,6,1
1,0,0,0,1,1
1,3,1,1,1,1
8,3,1,1,6,1
1,0,0,0,1,1
4,8,2,2,3,1
32,81,4,4,19,0
5,13,3,3,6,1
63,76,5,5,29,0
22,104,7,7,10,0
2,0,0,0,1,1
2,1,1,1,3,1
1,3,1,1,1,1
2,6,1,2,2,1
8,11,2,2,5,1
23,154,8,8,8,1
1,0,0,0,1,1
1,0,0,0,1,1
20,109,6,6,10,1
3,1,1,1,7,1
8,13,2,2,7,1
3,2,1,1,3,1
13,63,6,6,7,1
3,1,1,1,1,1
4,2,1,1,2,1
45,73,5,5,20,0
1,0,0,0,1,1
2,1,1,1,1,1
3,10,2,3,1,1
3,40,0,3,2,1
3,4,1,1,2,1
1,0,0,0,1,1
1,0,0,0,1,1
3,0,0,0,4,1
218,1889,19,19,23,0
8,5,1,1,6,1
15,127,6,8,13,1
28,254,9,9,9,0
10,80,3,8,8,1
3,3,1,1,2,1
1,0,0,0,1,1
1,1,1,1,1,1
5,2,1,1,2,1
1,1,1,1,1,1
31,149,8,8,17,0
11,36,3,3,9,1
1,0,0,0,1,1
58,525,14,14,19,0
3,0,0,0,6,1
11,106,4,9,11,1
62,433,12,12,10,0
3,1,1,1,3,1
28,678,7,24,24,0
1,4,1,1,1,1
3,30,2,3,5,1
2,10,0,2,1,1
1,0,0,0,1,1
1,0,0,0,1,1
58,915,16,16,35,0
8,6,1,1,4,1
117,670,11,11,25,0
13,96,7,7,19,1
47,775,11,16,13,0
7,5,1,1,8,1
9,14,3,3,4,1
1,0,0,0,1,1
4,16,3,4,3,1
1,0,0,0,1,1
1,0,0,0,1,1
72,845,16,16,22,0
11,8,1,1,5,1
1,0,0,0,1,1
7,28,3,4,7,1
22,353,7,16,20,0
2,2,1,1,1,1
1,0,0,0,1,1
95,3426,31,36,29,0
8,10,2,2,3,1
2,2,1,1,2,1
1,1,1,1,1,1
13,27,3,3,9,1
52,400,10,10,42,0
16,38,5,5,10,1
13,32,4,4,6,1
7,15,3,3,4,1
5,13,2,2,8,1
2,0,0,0,3,1
10,40,3,4,15,1
25,52,4,4,22,0
63,277,10,10,21,0
4,1,1,1,8,1
5,0,0,0,5,1
7,25,2,3,3,1
9,58,5,6,24,1
4,2,1,1,5,1
34,43,3,3,22,0
51,167,6,6,17,0
153,635,11,11,37,0
1,12,1,1,1,1
9,37,4,4,9,1
13,20,2,2,23,1
11,220,5,11,9,1
9,5,1,1,21,1
3,9,1,3,6,1
9,30,4,4,7,1
1,1,1,1,1,1
4,5,2,2,1,1
5,2,1,1,4,1
4,42,3,4,4,1
1,0,0,0,1,1
2,1,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
24,130,5,5,10,0
2,0,0,0,1,1
7,12,3,3,9,1
54,213,6,6,36,0
1,0,0,0,1,1
15,71,1,4,27,1
1,5,1,1,1,1
5,48,2,5,11,1
9,23,3,3,4,1
1,0,0,0,1,1
2,1,1,1,3,1
2,3,1,1,2,1
2,1,1,1,2,1
23,28,3,3,9,0
2,31,1,2,3,1
1,0,0,0,1,1
11,58,3,5,8,1
4,12,2,3,7,1
3,6,1,2,4,1
4,9,2,2,7,1
3,17,2,3,2,1
6,25,2,4,5,1
21,121,7,7,12,0
5,32,3,5,2,1
4,1,1,1,4,1
4,2,1,1,6,1
7,12,2,2,4,1
61,328,9,9,32,0
9,11,2,2,5,1
1,1,1,1,1,1
14,10,2,2,14,1
15,7,2,2,21,1
1,0,0,0,1,1
35,146,6,6,12,0
8,24,2,3,6,1
1,0,0,0,1,1
9,91,6,9,4,1
1,0,0,0,1,1
19,171,6,9,9,1
6,0,0,0,1,1
1,0,0,0,1,1
4,3,1,1,3,1
2,75,1,2,3,1
43,162,7,7,12,0
21,125,7,7,9,0
55,418,11,11,20,0
3,1,1,1,2,1
2,0,0,0,2,1
1,0,0,0,1,1
1,0,0,0,1,1
8,146,6,8,10,1
19,47,4,4,5,1
1,0,0,0,1,1
2,0,0,0,2,1
3,9,2,3,7,1
14,106,5,7,7,1
46,41,4,4,19,0
72,1624,13,22,29,0
1,0,0,0,1,1
6,14,2,2,3,1
10,40,4,4,9,1
1,1,1,1,1,1
1,0,0,0,1,1
3,0,0,0,3,1
8,18,2,2,4,1
2,1,1,1,5,1
8,21,2,2,7,1
2,1,1,1,2,1
3,1,1,1,3,1
15,27,2,2,10,1
8,26,3,3,5,1
6,0,0,0,8,1
1,2,1,1,1,1
10,19,2,2,7,1
67,510,12,12,19,0
2,0,0,0,1,1
1,0,0,0,1,1
9,34,5,5,6,1
8,6,2,2,9,1
7,0,0,0,2,1
7,18,2,2,4,1
1,0,0,0,1,1
1,0,0,0,1,1
2,7,1,2,3,1
32,85,6,6,17,0
1,0,0,0,1,1
11,22,3,3,11,1
2,0,0,0,1,1
11,4,1,1,11,1
102,227,8,8,15,0
1,4,1,1,1,1
2,1,1,1,1,1
32,452,11,14,10,0
4,2,1,1,3,1
1,0,0,0,1,1
3,0,0,0,4,1
4,1,1,1,7,1
2,0,0,0,3,1
4,3,1,1,2,1
2,3,1,1,2,1
6,6,2,2,4,1
3,11,2,3,2,1
2,1,1,1,1,1
4,5,1,1,4,1
3,16,2,3,2,1
1,0,0,0,1,1
78,180,6,6,18,0
2,1,1,1,1,1
1,1,1,1,1,1
2,0,0,0,1,1
3,5,2,2,6,1
21,190,9,9,10,0
4,3,1,1,7,1
5,1,1,1,2,1
14,54,3,3,5,1
38,76,5,5,13,0
4,10,1,2,8,1
1,0,0,0,1,1
1,1,1,1,1,1
9,2,1,1,7,1
1,18,1,1,1,1
20,59,4,4,12,1
11,12,2,2,2,1
19,35,3,3,9,1
1,0,0,0,1,1
2,1,1,1,4,1
35,197,6,6,19,0
1,0,0,0,1,1
1,0,0,0,1,1
8,51,5,6,4,1
219,1261,16,16,23,0
1,0,0,0,1,1
32,335,9,10,9,0
26,36,3,3,15,0
72,104,4,4,32,0
6,0,0,0,2,1
5,17,2,3,4,1
5,1,1,1,4,1
13,35,4,4,6,1
267,2542,23,23,27,0
2,0,0,0,1,1
5,31,3,5,3,1
1,0,0,0,1,1
1,0,0,0,1,1
13,90,6,6,9,1
2,4,1,2,3,1
73,936,13,13,26,0
6,4,1,1,3,1
32,97,5,5,21,0
35,931,15,26,14,0
2,2,1,1,2,1
4,2,1,1,4,1
53,179,8,8,29,0
1,23,1,1,1,1
1,4,1,1,1,1
5,46,3,5,3,1
1,0,0,0,1,1
7,16,3,3,7,1
26,32,2,2,7,1
6,3,1,1,5,1
2,19,1,2,3,1
45,262,10,10,11,0
2,0,0,0,3,1
62,3771,20,60,22,0
77,459,11,11,20,0
3,0,0,0,5,1
121,504,11,11,15,0
3,0,0,0,1,1
6,13,2,2,14,1
16,86,4,5,12,1
1,0,0,0,1,1
4,67,0,4,4,1
4,2,1,1,6,1
5,12,1,2,3,1
2,0,0,0,2,1
28,82,5,5,34,0
14,22,2,2,10,1
19,153,3,8,19,1
10,7,2,2,4,1
10,166,5,10,11,1
39,57,4,4,11,0
5,4,1,1,8,1
1,1,1,1,1,1
5,4,1,1,2,1
9,6,2,2,7,1
7,6,2,2,7,1
1,0,0,0,1,1
2,0,0,0,2,1
12,42,4,4,8,1
1,0,0,0,1,1
1,0,0,0,1,1
3,10,0,3,2,1
2,1,1,1,2,1
13,38,4,4,21,1
1,3,1,1,1,1
40,258,9,9,16,0
8,8,2,2,6,1
1,0,0,0,1,1
17,20,2,2,6,1
1,0,0,0,1,1
3,1,1,1,2,1
1,0,0,0,1,1
17,14,3,3,11,1
4,16,2,4,8,1
6,19,3,3,8,1
2,0,0,0,1,1
1,1,1,1,1,1
14,103,4,7,15,1
56,120,4,4,9,0
4,1,1,1,6,1
1,0,0,0,1,1
5,26,2,5,9,1
14,61,5,5,6,1
8,37,2,4,4,1
2,1,1,1,3,1
11,7,2,2,13,1
1,0,0,0,1,1
1,0,0,0,1,1
8,131,3,8,9,1
5,3,1,1,2,1
2,13,0,2,2,1
5,4,1,1,7,1
1,0,0,0,1,1
29,114,5,5,20,0
3,26,2,3,2,1
7,139,4,7,15,1
53,103,6,6,12,0
1,0,0,0,1,1
15,7,2,2,6,1
10,114,4,10,11,1
9,63,4,7,8,1
29,86,5,5,17,0
1,0,0,0,1,1
1,0,0,0,1,1
13,75,3,5,9,1
34,38,3,3,18,0
1,0,0,0,1,1
3,30,2,3,4,1
7,11,2,2,10,1
1,1,1,1,1,1
1,13,1,1,1,1
30,48,4,4,14,0
8,3,1,1,3,1
1,0,0,0,1,1
11,55,4,5,10,1
1,0,0,0,1,1
4,16,3,4,2,1
3,4,1,1,4,1
8,56,4,7,7,1
2,13,0,2,2,1
2,0,0,0,2,1
1,13,1,1,1,1
1,0,0,0,1,1
1,5,1,1,1,1
1,0,0,0,1,1
22,121,6,6,8,1
3,0,0,0,1,1
10,0,0,0,5,1
1,12,1,1,1,1
31,2288,11,31,21,0
19,66,3,3,18,1
1,0,0,0,1,1
1,1,1,1,1,1
12,251,5,12,6,1
16,5,1,1,5,1
102,581,13,13,26,0
5,4,1,1,5,1
1,6,1,1,1,1
33,97,6,6,13,0
30,368,9,12,27,0
2,2,1,1,1,1
1,3,1,1,1,1
1,0,0,0,1,1
4,8,1,2,4,1
16,43,5,5,7,1
2,1,1,1,3,1
3,1,1,1,2,1
36,959,15,26,13,0
8,163,3,8,13,1
38,1098,14,28,26,0
5,13,1,2,3,1
56,433,11,11,15,0
1,0,0,0,1,1
9,7,2,2,11,1
1,0,0,0,1,1
10,272,6,10,14,1
1,0,0,0,1,1
1,0,0,0,1,1
5,19,2,3,4,1
5,15,2,3,7,1
4,1,1,1,6,1
1,0,0,0,1,1
3,0,0,0,1,1
3,13,1,3,13,1
25,90,5,5,7,1
35,106,6,6,9,0
1,0,0,0,1,1
33,62,5,5,14,0
6,165,4,6,5,1
1,1,1,1,1,1
2,0,0,0,2,1
1,0,0,0,1,1
2,0,0,0,1,1
1,0,0,0,1,1
84,234,9,9,21,0
1,4,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
32,157,7,7,15,0
1,0,0,0,1,1
117,2564,27,27,23,0
1,0,0,0,1,1
5,9,2,2,6,1
1,4,1,1,1,1
1,1,1,1,1,1
22,57,4,4,17,0
1,0,0,0,1,1
1,5,1,1,1,1
1,0,0,0,1,1
39,34,3,3,16,0
37,28,3,3,23,0
14,18,2,2,11,1
4,0,0,0,2,1
87,1173,11,13,28,0
97,2091,20,21,21,0
30,197,8,8,31,0
1,5,1,1,1,1
6,25,2,4,4,1
66,1538,16,23,22,0
4,15,3,3,10,1
3,0,0,0,5,1
48,484,10,10,20,0
1,0,0,0,1,1
1,0,0,0,1,1
1,3,1,1,1,1
107,274,8,8,25,0
13,28,3,3,6,1
17,44,4,4,9,1
1,2,1,1,1,1
6,23,3,3,5,1
5,60,2,5,4,1
2,2,1,1,1,1
4,1,1,1,4,1
14,78,4,5,12,1
1,0,0,0,1,1
15,7,1,1,16,1
10,113,6,10,4,1
1,0,0,0,1,1
1,0,0,0,1,1
6,1,1,1,6,1
1,0,0,0,1,1
5,5,2,2,8,1
1,1,1,1,1,1
21,50,3,3,15,0
1,0,0,0,1,1
3,9,2,3,5,1
2,21,0,2,1,1
13,183,7,13,8,1
4,4,1,1,3,1
1,13,1,1,1,1
5,15,2,3,7,1
1,15,1,1,1,1
2,12,0,2,1,1
14,20,3,3,6,1
6,0,0,0,2,1
4,57,2,4,6,1
55,47,4,4,11,0
12,91,6,7,8,1
1,3,1,1,1,1
3,2,1,1,3,1
12,18,2,2,9,1
1,0,0,0,1,1
8,16,3,3,8,1
2,1,1,1,2,1
3,57,2,3,7,1
2,2,1,1,3,1
17,8,1,1,5,1
7,37,3,5,7,1
23,14,2,2,7,1
2,3,1,1,1,1
1,1,1,1,1,1
1,1,1,1,1,1
12,75,5,6,8,1
19,26,3,3,11,1
1,0,0,0,1,1
3,1,1,1,3,1
43,203,7,7,14,0
3,13,2,3,3,1
33,72,4,4,8,1
2,0,0,0,3,1
85,262,7,7,25,0
87,682,12,12,22,0
1,1,1,1,1,1
15,101,6,6,10,1
2,0,0,0,3,1
2,0,0,0,4,1
36,18,2,2,10,0
1,0,0,0,1,1
1,3,1,1,1,1
5,3,1,1,2,1
12,1,1,1,18,1
4,0,0,0,2,1
4,13,3,3,1,1
50,373,13,13,16,0
10,20,3,3,4,1
4,10,2,2,5,1
74,4544,30,61,21,0
1,0,0,0,1,1
1,0,0,0,1,1
75,412,11,11,27,0
13,24,3,3,22,1
11,19,3,3,7,1
1,0,0,0,1,1
39,80,4,4,13,0
18,78,6,6,5,1
68,263,9,9,22,0
6,2,1,1,6,1
7,3,1,1,9,1
9,25,4,4,11,1
41,75,5,5,11,0
2,21,0,2,1,1
6,105,5,6,6,1
19,48,3,3,10,1
2,4,0,2,2,1
3,47,2,3,4,1
32,210,9,9,13,0
1,0,0,0,1,1
57,67,4,4,26,0
1,0,0,0,1,1
1,0,0,0,1,1
2,1,1,1,2,1
1,0,0,0,1,1
17,64,4,4,8,1
8,76,5,8,3,1
11,118,7,10,9,1
9,6,2,2,14,1
123,611,14,14,21,0
1,0,0,0,1,1
12,12,2,2,7,1
2,1,1,1,2,1
5,8,2,2,11,1
24,39,5,5,9,0
1,1,1,1,1,1
14,200,7,14,16,1
1,0,0,0,1,1
3,3,1,1,3,1
2,2,1,1,1,1
8,91,4,8,14,1
4,22,3,4,7,1
1,17,1,1,1,1
1,1,1,1,1,1
9,76,3,8,12,1
13,3,1,1,7,1
8,26,3,3,12,1
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
19,70,5,5,14,1
11,27,3,3,6,1
42,544,12,12,13,0
1,8,1,1,1,1
12,16,2,2,8,1
2,0,0,0,4,1
165,823,14,14,24,0
39,131,7,7,18,0
74,113,6,6,14,0
3,0,0,0,1,1
13,14,3,3,7,1
96,229,7,7,21,0
1,0,0,0,1,1
6,119,3,6,3,1
7,9,2,2,9,1
6,6,2,2,3,1
101,1912,21,21,24,0
197,3766,32,32,23,0
2,7,1,2,5,1
62,342,9,9,15,0
1,0,0,0,1,1
1,2,1,1,1,1
1,0,0,0,1,1
8,67,2,8,5,1
8,116,4,8,9,1
2,54,0,2,1,1
3,1,1,1,5,1
4,2,1,1,6,1
2,2,1,1,2,1
17,154,5,9,7,1
1,0,0,0,1,1
1,6,1,1,1,1
4,5,1,1,5,1
1,0,0,0,1,1
1,0,0,0,1,1
4,11,2,2,4,1
1,1,1,1,1,1
60,254,8,8,18,0
1,0,0,0,1,1
1,1,1,1,1,1
1,0,0,0,1,1
41,166,7,7,17,0
9,42,3,4,10,1
1,0,0,0,1,1
1,0,0,0,1,1
5,3,1,1,6,1
1,0,0,0,1,1
1,0,0,0,1,1
2,1,1,1,1,1
2,5,1,2,4,1
70,610,11,11,10,0
1,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
36,118,5,5,12,0
4,3,1,1,6,1
6,44,4,6,3,1
1,0,0,0,1,1
4,12,2,3,2,1
1,31,1,1,1,1
11,50,5,5,22,1
3,13,2,3,2,1
1,0,0,0,1,1
12,100,5,8,14,1
1,1,1,1,1,1
6,105,5,6,3,1
1,0,0,0,1,1
45,376,11,11,13,0
31,115,5,5,9,0
18,235,8,13,15,1
29,130,6,6,18,0
71,3423,28,48,23,0
1,0,0,0,1,1
1,3,1,1,1,1
45,341,9,9,18,0
54,101,6,6,18,0
2,1,1,1,2,1
15,64,3,4,7,1
35,89,6,6,14,0
1,1,1,1,1,1
1,0,0,0,1,1
3,1,1,1,6,1
1,118,1,1,1,1
2,6,1,2,10,1
29,52,5,5,10,0
38,284,8,8,18,0
9,58,3,6,10,1
16,58,5,5,7,1
1,0,0,0,1,1
1,0,0,0,1,1
19,30,3,3,6,1
1,0,0,0,1,1
2,1,1,1,3,1
6,45,4,6,13,1
23,204,8,8,7,1
6,22,3,3,7,1
46,246,7,7,18,0
1,20,1,1,1,1
1,0,0,0,1,1
3,1,1,1,4,1
3,23,1,3,10,1
47,248,9,9,16,0
6,25,2,4,9,1
1,3,1,1,1,1
1,0,0,0,1,1
2,3,1,1,5,1
3,1,1,1,6,1
1,0,0,0,1,1
19,60,5,5,17,1
14,29,4,4,6,1
1,4,1,1,1,1
17,266,8,15,8,1
10,44,4,4,4,1
20,47,4,4,10,1
22,179,7,8,8,1
20,97,6,6,20,1
1,0,0,0,1,1
51,260,8,8,12,0
1,10,1,1,1,1
4,38,3,4,6,1
2,1,1,1,1,1
1,0,0,0,1,1
1,0,0,0,1,1
11,46,3,4,11,1
1,2,1,1,1,1
1,0,0,0,1,1
7,17,2,2,4,1
2,0,0,0,3,1
2,2,1,1,1,1
1,1,1,1,1,1
2,2,1,1,2,1
7,10,2,2,12,1
1,0,0,0,1,1
32,56,3,3,13,0
16,24,2,2,8,1
6,1,1,1,2,1
22,114,5,5,25,0
4,0,0,0,3,1
16,80,5,5,19,1
6,18,1,3,5,1
1,0,0,0,1,1
5,15,2,3,6,1
22,83,5,5,14,0
5,3,1,1,8,1
47,234,8,8,11,0
48,207,8,8,15,0
8,134,4,8,20,1
1,1,1,1,1,1
2,10,0,2,3,1
1,0,0,0,1,1
1,0,0,0,1,1
7,49,3,7,9,1
19,26,3,3,19,1
11,33,3,3,5,1
1,0,0,0,1,1
2,0,0,0,1,1
9,17,2,2,7,1
2,24,1,2,13,1
5,4,1,1,2,1
13,27,3,3,17,1
2,1,1,1,1,1
89,747,17,17,24,0
1,0,0,0,1,1
34,217,8,8,22,0
4,2,1,1,2,1
1,0,0,0,1,1
2,2,1,1,2,1
34,75,5,5,9,0
3,38,0,3,2,1
76,1111,17,17,18,0
1,14,1,1,1,1
4,1,1,1,2,1
1,0,0,0,1,1
5,28,3,5,2,1
4,1,1,1,2,1
4,43,3,4,4,1
6,5,1,1,3,1
4,6,2,2,2,1
2,1,1,1,1,1
1,0,0,0,1,1
16,23,3,3,15,1
1,4,1,1,1,1
4,10,2,2,5,1
1,0,0,0,1,1
1,1,1,1,1,1
11,79,3,7,9,1
2,0,0,0,1,1
1,0,0,0,1,1
1,0,0,0,1,1
1,1,1,1,1,1
34,2669,12,34,27,0
3,1,1,1,1,1
58,912,13,15,28,0
3,0,0,0,2,1
14,90,3,6,14,1
2,0,0,0,1,1
33,187,6,6,17,0
39,60,4,4,15,0
8,8,2,2,7,1
6,1,1,1,5,1
7,21,2,3,7,1
1,0,0,0,1,1
1,0,0,0,1,1
7,77,5,7,4,1
2,0,0,0,1,1
11,15,2,2,7,1
50,228,8,8,15,0
22,176,5,8,28,0
25,264,7,10,8,1
20,84,6,6,8,1
2,1,1,1,3,1
24,283,10,11,11,0
1,0,0,0,1,1
1,0,0,0,1,1
9,46,4,5,10,1
19,63,5,5,26,1
1,3,1,1,1,1
8,156,6,8,5,1
44,78,5,5,10,0
7,0,0,0,6,1
1,0,0,0,1,1
15,24,2,2,16,1
1,1,1,1,1,1
13,79,5,6,6,1
68,685,9,10,18,0
12,365,9,12,9,1
2,1,1,1,3,1
3,0,0,0,1,1
1,2,1,1,1,1
2,1,1,1,1,1
3,2,1,1,1,1
28,73,5,5,18,0
3,25,0,3,4,1
111,1934,26,26,20,0
1,0,0,0,1,1
19,56,5,5,10,1
15,20,3,3,27,1
36,109,6,6,21,0
3,3,1,1,6,1
10,3,1,1,7,1
12,313,7,12,10,1
1,1,1,1,1,1
3,1,1,1,1,1
15,132,7,8,14,1
1,0,0,0,1,1
1,0,0,0,1,1
80,658,14,14,12,0
9,65,4,7,17,1
99,395,10,10,34,0
10,14,2,2,6,1
16,9,2,2,5,1
2,4,0,2,1,1
2,15,0,2,1,1
4,22,1,4,3,1
133,1227,15,15,21,0
1,0,0,0,1,1
5,9,2,2,4,1
4,9,2,2,3,1
20,760,7,20,25,1
2,11,1,2,2,1
1,1,1,1,1,1
1,1,1,1,1,1
11,13,2,2,6,1
21,162,8,8,17,0
1,0,0,0,1,1
4,4,1,1,1,1
5,20,3,4,1,1
3,2,1,1,8,1
3,14,1,3,6,1
19,63,4,4,10,1
11,22,3,3,15,1
40,232,8,8,22,0
28,248,7,8,20,0
5,14,2,2,7,1
1,9,1,1,1,1
38,68,4,4,24,0
1,15,1,1,1,1
14,25,3,3,15,1
3,60,0,3,4,1
3,44,2,3,3,1
3,17,1,3,10,1
8,154,5,8,6,1
1,0,0,0,1,1
13,70,6,6,9,1
41,324,6,7,22,0
6,30,2,5,6,1
2,0,0,0,1,1
2,0,0,0,1,1
10,448,8,10,4,1
11,39,4,4,9,1
1,0,0,0,1,1
1,1,1,1,1,1
7,19,3,3,1,1
2,1,1,1,2,1
3,0,0,0,1,1
2,3,1,1,1,1
1,0,0,0,1,1
55,607,15,15,13,0
2,2,1,1,4,1
1,0,0,0,1,1
11,10,2,2,2,1
1,0,0,0,1,1
1,0,0,0,1,1
5,4,1,1,6,1
16,102,5,6,5,1
2,106,0,2,2,1
1,0,0,0,1,1
1,3,1,1,1,1
6,11,2,2,5,1
17,35,3,3,7,1
30,79,5,5,17,0
4,2,1,1,5,1
14,67,4,4,17,1
1,0,0,0,1,1
1,3,1,1,1,1
2,0,0,0,2,1
5,1,1,1,5,1
3,10,2,3,3,1
2,5,1,2,2,1
1,0,0,0,1,1
1,0,0,0,1,1
3,1,1,1,1,1
1,1,1,1,1,1
44,118,6,6,11,0
1,2,1,1,1,1
1,2,1,1,1,1
4,1,1,1,7,1
4,58,3,4,4,1
6,7,2,2,5,1
7,7,2,2,5,1
79,596,13,13,20,0
3,2,1,1,3,1
1,3,1,1,1,1
2,0,0,0,1,1
1,1,1,1,1,1
6,21,3,3,8,1
1,0,0,0,1,1
46,85,4,4,17,0
1,2,1,1,1,1
1,0,0,0,1,1
4,10,1,2,4,1
2,0,0,0,2,1
41,247,9,9,10,0
5,5,2,2,5,1
7,1,1,1,3,1
1,0,0,0,1,1
14,20,2,2,12,1
115,986,15,15,39,0
1,1,1,1,1,1
46,137,8,8,17,0
192,630,14,14,18,0
17,274,7,16,11,1
6,34,3,5,8,1
5,36,2,5,11,1
1,0,0,0,1,1
2,2,1,1,3,1
28,74,5,5,5,1
4,21,3,4,1,1
15,497,6,15,20,1
2,0,0,0,2,1
39,76,6,6,13,0
6,19,3,3,5,1
2,1,1,1,3,1
83,1752,23,23,19,0
13,18,3,3,4,1
3,0,0,0,3,1
134,733,13,13,24,0
6,18,3,3,5,1
27,561,13,20,12,0
1,7,1,1,1,1
13,2,1,1,11,1
1,0,0,0,1,1
1,0,0,0,1,1
1,2,1,1,1,1
8,35,3,4,5,1
4,2,1,1,2,1
1,45,1,1,1,1
3,19,1,3,2,1
7,123,3,7,7,1
2,0,0,0,2,1
7,14,2,2,5,1
5,21,2,4,7,1
2,3,1,1,2,1
74,106,5,5,15,0
20,57,4,4,23,1
1,0,0,0,1,1
5,185,2,5,6,1
2,173,0,2,5,1
7,30,2,4,11,1
1,4,1,1,1,1
2,6,0,2,4,1
12,387,5,12,16,1
1,0,0,0,1,1
7,52,3,7,5,1
1,0,0,0,1,1
5,33,1,5,4,1
13,29,3,3,3,1
1,1,1,1,1,1
3,3,1,1,2,1
1,173,1,1,1,1
6,16,1,2,9,1
5,7,2,2,4,1
23,21,2,2,11,0
1,62,1,1,1,1
6,23,2,3,12,1
1,0,0,0,1,1
17,22,3,3,13,1
11,4,1,1,6,1
1,4,1,1,1,1
11,64,4,5,4,1
4,30,3,4,4,1
2,0,0,0,1,1
2,0,0,0,2,1
5,45,4,5,6,1
11,67,5,6,12,1
12,32,4,4,8,1
3,15,2,3,4,1
57,335,9,9,16,0
1,9,1,1,1,1
8,10,2,2,6,1
41,37,3,3,14,0
43,2132,18,43,18,0
2,0,0,0,2,1
1,0,0,0,1,1
11,22,3,3,13,1
24,29,2,2,14,0
79,1562,17,19,29,0
2,0,0,0,1,1
2,0,0,0,1,1
7,2,1,1,7,1
1,7,1,1,1,1
38,122,6,6,20,0
9,55,3,6,7,1
2,3,1,1,2,1
1,1,1,1,1,1
19,306,7,16,12,1
137,435,10,10,17,0
14,44,4,4,7,1
1,3,1,1,1,1
8,10,2,2,5,1
6,5,1,1,5,1
2,1,1,1,2,1
10,17,2,2,8,1
1,0,0,0,1,1
18,117,5,6,13,1
13,199,6,13,10,1
1,0,0,0,1,1
6,1,1,1,10,1
2,3,1,1,1,1
2,38,1,2,1,1
1,0,0,0,1,1
25,84,5,5,27,0
1,1,1,1,1,1
59,230,7,7,13,0
1,0,0,0,1,1
1,0,0,0,1,1
3,0,0,0,4,1
34,46,4,4,11,0
8,135,6,8,8,1
8,239,4,8,6,1
1,1,1,1,1,1
372,4230,31,31,32,0
4,15,2,3,3,1
1,0,0,0,1,1
4,2,1,1,3,1
24,21,3,3,9,0
24,79,4,4,26,0
49,61,5,5,14,0
25,47,4,4,15,0
8,4,1,1,3,1
1,8,1,1,1,1
14,18,3,3,4,1
29,2,1,1,3,1
7,110,5,7,8,1
1,0,0,0,1,1
11,23,2,2,17,1
1,0,0,0,1,1
1,0,0,0,1,1
1,4,1,1,1,1
1,0,0,0,1,1
4,0,0,0,1,1
16,27,2,2,8,1
1,0,0,0,1,1
4,25,2,4,6,1
1,0,0,0,1,1
1,0,0,0,1,1
5,12,2,2,5,1
122,2261,28,28,24,0
8,46,4,5,11,1
8,28,2,3,17,1
1,0,0,0,1,1
16,20,3,3,17,1
46,53,4,4,21,0
8,13,2,2,10,1
2,3,1,1,1,1
3,0,0,0,1,1
1,0,0,0,1,1
17,31,2,2,20,1
13,604,5,13,11,1
1,11,1,1,1,1
50,391,10,10,24,0
1,1,1,1,1,1
1,1,1,1,1,1
8,5,2,2,5,1
1,0,0,0,1,1
6,16,2,2,5,1
2,4,1,2,3,1
12,24,3,3,9,1
51,90,5,5,21,0
43,100,5,5,10,0
